Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
modification/new_tank_filter/desc;Washing and cleaning of air, oil and fuel filters increases engine capacity.;Washing and cleaning of air, oil and fuel filters increases engine capacity.;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_brakes;Brake System;Brake System;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_brakes/desc;Maintenance and adjustment of tank brake system increases braking efficiency.;Maintenance and adjustment of tank brake system increases braking efficiency.;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_transmission;Transmission;Transmission;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_transmission/desc;Maintenance of transmission components, replacement of friction elements and nodes, lubrication of a gear box and adjustment of control rods. These manipulations improve tank handling ability, and decrease power loss of the transmission and final drives.;Maintenance of transmission components, replacement of friction elements and nodes, lubrication of a gear box and adjustment of control rods. These manipulations improve tank handling ability, and decrease power loss of the transmission and final drives.;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_engine;Engine;Engine;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_engine/desc;Engine gearing train and adjustment, replaces worn power pack with a refurbrished set.;Engine gearing train and adjustment, change of worn engine to one with unexpended capacity;nice;;;;;;;;;;;;;;;;;;;
modification/tank_tool_kit_expendable;Parts;Parts;same;;;;;;;;;;;;;;;;;;;
modification/tank_tool_kit_expendable/desc;Repair parts and tools. A kit of spare parts and tools for performing minor repairs in the field.;Repair parts and tools. A kit of spare parts and tools for performing minor repairs in the field.;same;;;;;;;;;;;;;;;;;;;
modification/manual_extinguisher_expendable;FPE;FPE;same;;;;;;;;;;;;;;;;;;;
modification/manual_extinguisher_expendable/desc;Fire Prevention Equipment. Includes manual fire extinguishers or automatic sprinkler systems, allows stifling a fire that may arise in a vehicle.;Fire Prevention Equipment. Includes manual fire extinguishers or automatic sprinkler systems, allows stifling a fire that may arise in a vehicle.;same;;;;;;;;;;;;;;;;;;;
modification/tank_medical_kit_expendable;Crew Replenishment;Crew Replenishment;same;;;;;;;;;;;;;;;;;;;
modification/tank_medical_kit_expendable/desc;It allows you to replenish your crew in combat conditions.;It allows you to replenish your crew in combat conditions.;same;;;;;;;;;;;;;;;;;;;
modification/tank_tool_kit_test;Parts;Parts;same;;;;;;;;;;;;;;;;;;;
modification/tank_tool_kit_test/desc;Repair parts and tools. A kit of spare parts and tools for performing minor repairs in the field.;Repair parts and tools. A kit of spare parts and tools for performing minor repairs in the field.;same;;;;;;;;;;;;;;;;;;;
modification/manual_extinguisher_test;FPE;FPE;same;;;;;;;;;;;;;;;;;;;
modification/manual_extinguisher_test/desc;Fire Prevention Equipment. Includes manual fire extinguishers or automatic sprinkler systems, allows stifling a fire that may arise in a vehicle.;Fire Prevention Equipment. Includes manual fire extinguishers or automatic sprinkler systems, allows stifling a fire that may arise in a vehicle.;same;;;;;;;;;;;;;;;;;;;
modification/tank_medical_kit;Crew Replenishment;Crew Replenishment;same;;;;;;;;;;;;;;;;;;;
modification/tank_medical_kit/desc;It allows you to replenish your crew in combat conditions.;It allows you to replenish your crew in combat conditions.;same;;;;;;;;;;;;;;;;;;;
modification/tank_tool_kit;Improved Parts;Improved Parts;same;;;;;;;;;;;;;;;;;;;
modification/tank_tool_kit/desc;Repair parts and tools. A kit of spare parts and tools for performing minor repairs in the field.;Repair parts and tools. A kit of spare parts and tools for performing minor repairs in the field.;same;;;;;;;;;;;;;;;;;;;
modification/manual_extinguisher;Improved FPE;Improved FPE;same;;;;;;;;;;;;;;;;;;;
modification/manual_extinguisher/desc;Improved Fire Prevention Equipment. Includes manual fire extinguishers or automatic sprinkler systems, allows second use on fire that may arise in a vehicle, increases the speed of fire extinguishing.;Improved Fire Prevention Equipment. Includes manual fire extinguishers or automatic sprinkler systems, allows second use on fire that may arise in a vehicle, increases the speed of fire extinguishing.;same;;;;;;;;;;;;;;;;;;;
modification/camouflage_net;Camouflage net;Camouflage net;same;;;;;;;;;;;;;;;;;;;
modification/camouflage_net/desc;Camouflage net;Camouflage net;same;;;;;;;;;;;;;;;;;;;
modification/tank_camouflage;Camouflage;Camouflage;same;;;;;;;;;;;;;;;;;;;
modification/tank_camouflage/desc;Tank camouflage improves stealth in a field and decreases detection range by enemy tanks and aviation.;Tank camouflage improves stealth in a field and decreases detection range by enemy tanks and aviation.;same;;;;;;;;;;;;;;;;;;;
modification/tank_additional_armor;Add-on Armor;Add-on Armor;same;;;;;;;;;;;;;;;;;;;
modification/tank_additional_armor/desc;Use of spare tracks or other alternate materials as an additional armor. It slightly increases tank protection but also - its weight.;Use of spare tracks or other alternate materials as an additional armor. It slightly increases tank protection but also - its weight.;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_horizontal_aiming;Horizontal Drive;Horizontal Drive;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_horizontal_aiming/desc;Maintenance and lubrication of turret or gun traversing mechanism, lubrication of ball-bearing turret ring. These manipulations improve smoothness of movement at turret traverse, slightly increasing its speed.;Maintenance and lubrication of turret or gun traversing mechanism, lubrication of ball-bearing turret ring. These manipulations improve smoothness of movement at turret traverse, slightly increasing its speed.;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_vertical_aiming;Elevation Mechanism;Elevation Mechanism;same;;;;;;;;;;;;;;;;;;;
modification/new_tank_vertical_aiming/desc;Maintenance and cleaning of the gun elevation mechanism increases its elevation speed. Gaps elimination improves pointing accuracy of the gun.;Maintenance and cleaning of the gun elevation mechanism increases its elevation speed. Gaps elimination improves pointing accuracy of the gun.;same;;;;;;;;;;;;;;;;;;;
modification/modern_tank_stereo_rangefinder;Rangefinder;Rangefinder;same;;;;;;;;;;;;;;;;;;;
modification/modern_tank_stereo_rangefinder/desc;Setting and adjustment of the tank rangefinder, allows you to more accurately measure the distance to the target.;Setting and adjustment of the tank rangefinder, allows you to more accurately measure the distance to the target.;same;;;;;;;;;;;;;;;;;;;
modification/laser_rangefinder_lws;LWS/LR;LWS/LR;same;;;;;;;;;;;;;;;;;;;
modification/laser_rangefinder_lws/desc;Laser warning system and laser rangefinder;Laser warning system and Laser rangefinder;nice;;;;;;;;;;;;;;;;;;;
modification/laser_rangefinder_ircm_lws_t_90a;LWS/LR;LWS/LR;same;;;;;;;;;;;;;;;;;;;
modification/laser_rangefinder_ircm_lws_t_90a/desc;Laser dazzler and laser rangefinder;Laser warning system and Laser rangefinder;nice;;;;;;;;;;;;;;;;;;;
modification/laser_warning_system;LWS;LWS;same;;;;;;;;;;;;;;;;;;;
modification/laser_warning_system/desc;Laser warning system;Laser warning system;same;;;;;;;;;;;;;;;;;;;
modification/modern_tank_laser_rangefinder;Laser rangefinder;Laser rangefinder;same;;;;;;;;;;;;;;;;;;;
modification/modern_tank_laser_rangefinder/desc;Setting and adjustment of the tank rangefinder, allows you to more accurately measure the distance to the target.;Setting and adjustment of the tank rangefinder, allows you to more accurately measure the distance to the target.;same;;;;;;;;;;;;;;;;;;;
modification/tank_rangefinder;Rangefinder;Rangefinder;same;;;;;;;;;;;;;;;;;;;
modification/tank_rangefinder/desc;Setting and adjustment of the tank rangefinder, allows you to more accurately measure the distance to the target.;Setting and adjustment of the tank rangefinder, allows you to more accurately measure the distance to the target.;same;;;;;;;;;;;;;;;;;;;
modification/art_support;Artillery Support;Artillery Support;same;;;;;;;;;;;;;;;;;;;
modification/art_support/desc;Allows calling for fire support on indicated coordinate.;A possibility of making a call for fire on indicated square.;nice;;;;;;;;;;;;;;;;;;;
modification/tank_new_gun;Adjustment of Fire;Adjustment of Fire;same;;;;;;;;;;;;;;;;;;;
modification/tank_new_gun/desc;Gun calibration. Eliminates errors of misalignment between the gun and the target, improves fire accuracy.;Gun calibration. Eliminates errors of misalignment between the gun and the target, improves fire accuracy.;same;;;;;;;;;;;;;;;;;;;
modification/tank_smoke_screen_system_mod;Smoke grenade;Smoke grenade;same;;;;;;;;;;;;;;;;;;;
modification/tank_smoke_screen_system_mod/desc;Allows use of smoke screen system.;Allows the use of smoke screen system.;nice;;;;;;;;;;;;;;;;;;;
modification/thermal_vision_system;TVD;TVD;same;;;;;;;;;;;;;;;;;;;
modification/night_vision_system_panther_2;NVD;NVD;same;;;;;;;;;;;;;;;;;;;
modification/night_vision_system_panther_2/desc;Attaches FG 1250 infrared night sight.;Allows the use of night vision devices.;nice;;;;;;;;;;;;;;;;;;;
modification/night_vision_system;NVD;NVD;same;;;;;;;;;;;;;;;;;;;
modification/night_vision_system/desc;Allows use of night vision devices.;Allows the use of night vision devices.;nice;;;;;;;;;;;;;;;;;;;
modification/night_vision_system_upgrade_nv_to_thermal;NVD upgrade;NVD upgrade;same;;;;;;;;;;;;;;;;;;;
modification/night_vision_system_upgrade_nv_to_thermal/desc;Replacement of Night Vision optics with updated Thermal Sensors.;Replacement of Night Vision optics with updated Thermal Sensors.;same;;;;;;;;;;;;;;;;;;;
modification/heli_night_vision_system;NVD;NVD;same;;;;;;;;;;;;;;;;;;;
modification/heli_night_vision_system/desc;Allows use of night vision devices.;Allows the use of night vision devices.;nice;;;;;;;;;;;;;;;;;;;
modification/aa_new_gun;Adjustment of Fire;Adjustment of Fire;same;;;;;;;;;;;;;;;;;;;
modification/aa_new_gun/desc;Gun calibration. Eliminates errors of misalignment between the gun and the target, improves fire accuracy.;Gun calibration. Eliminates errors of misalignment between the gun and the target, improves fire accuracy.;same;;;;;;;;;;;;;;;;;;;
modification/ka_chi_hull_improvement;Installation of pontoons;Installation of pontoons;same;;;;;;;;;;;;;;;;;;;
modification/ka_chi_hull_improvement/desc;Installs front and rear pontoons.;Installation of pontoons;trim;;;;;;;;;;;;;;;;;;;
modification/bmp_1p_turret_improvement;BMP-1P;BMP-1P;same;;;;;;;;;;;;;;;;;;;
modification/bmp_1p_turret_improvement/desc;Installs a new ATGM on a new mount.;Upgrading the BMP-1 by installing a new generation ATGM.;nice;;;;;;;;;;;;;;;;;;;
modification/type_86_turret_improvement;HJ-73E;ZBD86 Late;nice;;;;;;;;;;;;;;;;;;;
modification/type_86_turret_improvement/desc;Installs an improved ATGM.;Upgrading the ZBD86 by installing a new generation ATGM.;nice;;;;;;;;;;;;;;;;;;;
modification/tog_project_upgrade;Great War Pattern;TOG II GWP;trim;;;;;;;;;;;;;;;;;;;
modification/tog_project_upgrade/desc;Installs smoke howitzer and weakspots.;TOG II Great War Pattern;trim;;;;;;;;;;;;;;;;;;;
modification/bmp_2d_improvement;BMP-2D;BMP-2D;same;;;;;;;;;;;;;;;;;;;
modification/bmp_2d_improvement/desc;Installs appliqué side armor. The heavier weight prevents it from safely swimming.;Upgrading the BMP-2 by enhancing its side armor.;trim;;;;;;;;;;;;;;;;;;;
modification/bmd_4m_improvement;Spaced armor kit;Additional ERA Kit;nice;;;;;;;;;;;;;;;;;;;
modification/bmd_4m_improvement/desc;Mounts additional side and frontal armor.;Upgrading BMD-4M by enhancing its side and frontal armor.;nice;;;;;;;;;;;;;;;;;;;
modification/camouflage_net_certezza;War kit;War kit;same;;;;;;;;;;;;;;;;;;;
modification/camouflage_net_certezza/desc;Installs steel plates to turret face.;War kit additional armor pack;trim;;;;;;;;;;;;;;;;;;;
modification/certezza_protection_improvement;Net+War kit;Net+War kit;same;;;;;;;;;;;;;;;;;;;
modification/certezza_protection_improvement/desc;Camouflage net and War fat armor pack.;Camouflage net and War kit additional armor pack;nice;;;;;;;;;;;;;;;;;;;
modification/abrams_protection_improvement;Tank Urban Survival Kit;TUSK;trim;;;;;;;;;;;;;;;;;;;
modification/abrams_protection_improvement/desc;Installs side ERA, coax M2HB, and gun shields.;TUSK upgrade kit;trim;;;;;;;;;;;;;;;;;;;
modification/c1_protection_improvement;War kit;War kit;same;;;;;;;;;;;;;;;;;;;
modification/c1_protection_improvement/desc;Installs steel plates to turret face.;War kit additional armor pack;trim;;;;;;;;;;;;;;;;;;;
modification/c1_pso_protection_improvement;PSO Tipo 2;PSO Tipo 2;same;;;;;;;;;;;;;;;;;;;
modification/c1_pso_protection_improvement/desc;Installs side NERA panels.;PSO Tipo 2 additional armor pack;nice;;;;;;;;;;;;;;;;;;;
modification/t_62m_1_protection_improvement;Side skirts;Side skirts;same;;;;;;;;;;;;;;;;;;;
modification/t_62m_1_protection_improvement/desc;Additional side skirts;Additional side skirts;same;;;;;;;;;;;;;;;;;;;
modification/lav_ad_hydra_70;Hydra 70;Hydra 70;same;;;;;;;;;;;;;;;;;;;
modification/lav_ad_hydra_70/desc;Swap FIM-92s for Hydras.;Add-on Hydra 70 launcher;nice;;;;;;;;;;;;;;;;;;;
modification/9p149m_upgrade_modification;9P149M;9P149M;same;;;;;;;;;;;;;;;;;;;
modification/9p149m_upgrade_modification/desc;9P149M upgrade kit;9P149M upgrade kit;same;;;;;;;;;;;;;;;;;;;
modification/2s6_upgrade_modification;2S6M1;2S6M1;same;;;;;;;;;;;;;;;;;;;
modification/2s6_upgrade_modification/desc;2S6M1 upgrade kit;2S6M1 upgrade kit;same;;;;;;;;;;;;;;;;;;;
modification/type_74_tire;Tires;Tires;same;;;;;;;;;;;;;;;;;;;
modification/type_74_tire/desc;Attaches tires to the rear of the tank hull.;Mounting/dismounting tires from the stern of the hull;nice;;;;;;;;;;;;;;;;;;;
modification/m_1_fuel_tanks;Vismod;Vismod;same;;;;;;;;;;;;;;;;;;;
modification/m_1_fuel_tanks/desc;Mounts vismod elements.;Mounting Vismod elements;nice;;;;;;;;;;;;;;;;;;;
modification/slat_armor_improvement;Slat armor;Slat armour;nice;;;;;;;;;;;;;;;;;;;
modification/slat_armor_improvement/desc;Slat armor kit;Slat armour kit;nice;;;;;;;;;;;;;;;;;;;
modification/m1128_protection_improvement;Slat armor;Slat armour;nice;;;;;;;;;;;;;;;;;;;
modification/m1128_protection_improvement/desc;Slat armor kit;Slat armour kit;nice;;;;;;;;;;;;;;;;;;;
modification/xm_8_protection_improvement;Level 3;Level 3;same;;;;;;;;;;;;;;;;;;;
modification/xm_8_protection_improvement/desc;Level 3 armor kit;Level 3 armor kit;same;;;;;;;;;;;;;;;;;;;
modification/challenger_2_protection_improvement;Dorchester 2E;Dorchester 2E;same;;;;;;;;;;;;;;;;;;;
modification/challenger_2_protection_improvement/desc;Increases armor to Dorchester Level 2E.;Dorchester 2E armor kit;trim;;;;;;;;;;;;;;;;;;;
modification/challenger_dorchester_protection_improvement;Dorchester 2F;Dorchester 2F;same;;;;;;;;;;;;;;;;;;;
modification/challenger_dorchester_protection_improvement/desc;Increases armor to Dorchester Level 2F.;Dorchester Level 2F armor kit;trim;;;;;;;;;;;;;;;;;;;
modification/bmp_3_upgrade_modification;"Thermal sight ""Sodema""";"Thermal sight ""Sodema""";same;;;;;;;;;;;;;;;;;;;
modification/bmp_3_upgrade_modification/desc;"Mounts ""Sodema"" thermal sight.";"Thermal sight ""Sodema"" upgrade kit";nice;;;;;;;;;;;;;;;;;;;
modification/t_72b3_2017_improvement;T-72B3 UBH;T-72B3 UBH;same;;;;;;;;;;;;;;;;;;;
modification/t_72b3_2017_improvement/desc;Additional side ERA and upgraded engine.;T-72B3 UBH — increased protection and change engine.;nice;;;;;;;;;;;;;;;;;;;
modification/t_72a_1983_protection_improvement;T-72A (1983);T-72A (1983);same;;;;;;;;;;;;;;;;;;;
modification/t_72a_1983_protection_improvement/desc;Adds 16 mm plate on the UFP.;Add-on 16 mm plate on the UFP;nice;;;;;;;;;;;;;;;;;;;
modification/mine_protection_improvement;Mine protection;Mine protection;same;;;;;;;;;;;;;;;;;;;
modification/mine_protection_improvement/desc;Additional mine protection;Additional mine protection;same;;;;;;;;;;;;;;;;;;;
modification/zerstorer_skirts_up;Side skirts up;Side skirts up;same;;;;;;;;;;;;;;;;;;;
modification/zerstorer_skirts_up/desc;Side skirts up;Side skirts up;same;;;;;;;;;;;;;;;;;;;
modification/vsw_flak_41_skirts_up;Side skirts up;Side skirts up;same;;;;;;;;;;;;;;;;;;;
modification/vsw_flak_41_skirts_up/desc;Side skirts up;Side skirts up;same;;;;;;;;;;;;;;;;;;;
modification/t_64b_protection_improvement;T-64BV;T-64BV;same;;;;;;;;;;;;;;;;;;;
modification/t_64b_protection_improvement/desc;Installs Kontakt-I;ERA installed;trim;;;;;;;;;;;;;;;;;;;
modification/t_80b_protection_improvement;T-80BV;Kontakt-I;nice;;;;;;;;;;;;;;;;;;;
modification/t_80b_protection_improvement/desc;New UFP and installs Kontakt-I;ERA installed;trim;;;;;;;;;;;;;;;;;;;
modification/t_80bvm_protection_improvement;UBH package;Additional ERA Package;nice;;;;;;;;;;;;;;;;;;;
modification/t_80bvm_protection_improvement/desc;Installs additional side ERA.;Additional ERA installed;trim;;;;;;;;;;;;;;;;;;;
modification/t_90m_protection_improvement;Additional ERA Kit;Additional ERA Kit;same;;;;;;;;;;;;;;;;;;;
modification/t_90m_protection_improvement/desc;Installs additional ERA and slat armor.;A kit of additional ERA and slat armor for the T-90M tank.;nice;;;;;;;;;;;;;;;;;;;
modification/fv510_protection_improvement;Wrap Two;Additional Protection Package;nice;;;;;;;;;;;;;;;;;;;
modification/fv510_protection_improvement/desc;Mounts Wrap Two armor kit.;Additional Protection armor pack;nice;;;;;;;;;;;;;;;;;;;
modification/magach_protection_improvement;Blazer;"Magach-3 ""Blazer""";nice;;;;;;;;;;;;;;;;;;;
modification/magach_protection_improvement/desc;Mounts Blazer ERA.;ERA installed;trim;;;;;;;;;;;;;;;;;;;
modification/conqeror_armor_improvement;Ballistic Protection Package;Additional Ballistic Protection Package;nice;;;;;;;;;;;;;;;;;;;
modification/conqeror_armor_improvement/desc;Installs spaced armor to hull and turret.;Additional Ballistic Protection armor pack;nice;;;;;;;;;;;;;;;;;;;
modification/lvrbv_Rbs_70B_upgrade;Rb 70B;RB 70B;nice;;;;;;;;;;;;;;;;;;;
modification/lvrbv_Rbs_70B_upgrade/desc;Adds Rb 70B SAM;Added RB 70B SAM;nice;;;;;;;;;;;;;;;;;;;
modification/pvrbv_TOW_2_upgrade;Rb 55C;RB 55C;nice;;;;;;;;;;;;;;;;;;;
modification/pvrbv_TOW_2_upgrade/desc;Adds Rb 55C ATGM;Added RB 55C ATGM;nice;;;;;;;;;;;;;;;;;;;
modification/begleitpanzer_57_improvement_TOW;I-TOW;I-TOW;same;;;;;;;;;;;;;;;;;;;
modification/begleitpanzer_57_improvement_TOW/desc;Adds I-TOW ATGM;Added I-TOW ATGM;nice;;;;;;;;;;;;;;;;;;;
modification/9m120_improvement;9M120;9M120;same;;;;;;;;;;;;;;;;;;;
modification/9m120_improvement/desc;Adds 9M120 ATGM;Added 9M120 ATGM;nice;;;;;;;;;;;;;;;;;;;
modification/roland_3_improvement;Roland 3;Roland 3;same;;;;;;;;;;;;;;;;;;;
modification/roland_3_improvement/desc;Adds Roland 3 AAM;Added Roland 3 AAM;nice;;;;;;;;;;;;;;;;;;;
modification/fv510_MILAN_2;MILAN 2;MILAN 2;same;;;;;;;;;;;;;;;;;;;
modification/fv510_MILAN_2/desc;Adds MILAN 2 ATGM;Added MILAN 2 ATGM;nice;;;;;;;;;;;;;;;;;;;
modification/airstrike;Airstrike;Airstrike;same;;;;;;;;;;;;;;;;;;;
modification/airstrike/desc;Allows joining an air battle activated by an ally as CAS in Arcade or with reduced SP costs in Realistic.;Allows you to join an air battle activated by an ally on bomber or attacker (for example, in Tank Arcade Battles).;nice;;;;;;;;;;;;;;;;;;;
;;;same;;;;;;;;;;;;;;;;;;;
modification/improved_optics;Improved optics;Improved optics;same;;;;;;;;;;;;;;;;;;;
modification/improved_optics/desc;Increases the opponents detection radius.;Increases the opponents detection radius.;same;;;;;;;;;;;;;;;;;;;
