Column1;Column2;Column3;Column4;Column5;Column6;Column7
hotkeys/ID_AIR_BRAKE;Toggle Airbrake;Toggle Airbrake;nice;;;
hotkeys/ID_CAMERA_GUNNER;Gunner View;Gunner View;nice;;;
hotkeys/ID_CAMERA_BOMBVIEW;Bomber View;Bomber View;nice;;;
hotkeys/ID_CAMERA_OPTICS;Targeting Optics View;Targeting Optics View;nice;;;
hotkeys/ID_CAMERA_SEEKER;Optical Seeker View;Optical Seeker View;nice;;;
hotkeys/ID_PROP_PITCH_AUTO;Toggle Auto Prop Pitch;Toggle Auto Prop Pitch;nice;;;
hotkeys/turbo_charger;R.P.M. control of the turbocharger;R.P.M. control of the turbocharger;nice;;;
controls/turbo_charger;R.P.M. control of the turbocharger;R.P.M. control of the turbocharger;nice;;;
hotkeys/turbo_charger_rangeMin;Turbocharger R.P.M. down;Turbocharger R.P.M. down;nice;;;
hotkeys/turbo_charger_rangeMax;Turbocharger R.P.M. up;Turbocharger R.P.M. up;nice;;;
hotkeys/turbo_charger_rangeSet;Reset turbocharger R.P.M. axis;Reset turbocharger R.P.M. axis;nice;;;
hotkeys/ID_TOGGLE_AUTO_TURBO_CHARGER;Automatic control of the turbocharger;Automatic control of the turbocharger;nice;;;
HUD/TXT_TURBO_CHARGER;R.P.M. control of the turbocharger;R.P.M. control of the turbocharger;nice;;;
HUD/TXT_AUTO_TURBO_CHARGER;Automatic control of the turbocharger;Automatic control of the turbocharger;nice;;;
HUD/TXT_AUTO_TURBO_CHARGER_ON;Automatic control of the turbocharger: On;Automatic control of the turbocharger: On;nice;;;
HUD/TXT_AUTO_TURBO_CHARGER_OFF;Automatic control of the turbocharger: Off;Automatic control of the turbocharger: Off;nice;;;
HUD/TXT_TURBO_CHARGER_CONTROL_IS_NOW_AUTO;MANUAL control of the turbocharger is unavailable as AUTO mode is enabled;MANUAL control of the turbocharger is unavailable as AUTO mode is enabled;nice;;;
hotkeys/ID_RADIATOR_AUTO;Toggle Auto Radiator;Toggle Auto Radiator;nice;;;
hotkeys/ID_SUPERCHARGER;Toggle Supercharger;Toggle Supercharger;nice;;;
hotkeys/ID_MPSTATSCREEN;Statistics;Statistics;same;;;
hotkeys/ID_REPLAY_TOGGLE_SENSOR_VIEW;Sensor view;Sensor view;nice;;;
hotkeys/ID_REPLAY_SYSTEM_WINDOW;Replay system window;Replay system window;nice;;;
hotkeys/ID_AEROBATICS_SMOKE;Aerobatics smoke;Aerobatics smoke;nice;;;
hotkeys/ID_TOGGLE_CONTOURS;Show contours of vehicles;Show contours of vehicles;nice;;;
hotkeys/ID_BAILOUT;Leave the vehicle;Leave the vehicle;nice;;;
hotkeys/ID_RESET_TARGET;Reset target;Reset target;nice;;;
hotkeys/ID_FLIGHT_STICK_CONTROL_HEADER;Axis Modifiers;Axis Modifiers;nice;;;
hotkeys/ID_ZOOM_MORE;Zoom In;Zoom In;nice;;;
hotkeys/ID_ZOOM_LESS;Zoom Out;Zoom Out;nice;;;
hotkeys/ID_GAME_PAUSE;Pause;Pause;same;;;
hotkeys/ID_REPLAY_PAUSE;Pause;Pause;same;;;
hotkeys/ID_FLIGHTMENU;Menu;Menu;same;;;
hotkeys/ID_FLIGHTMENU_SETUP;Menu;Menu;same;;;
hotkeys/ID_TRIM_RESET;Reset trimming;Reset trimming;nice;;;
hotkeys/ID_HELICOPTER_TRIM_RESET;Reset trimming;Reset trimming;nice;;;
hotkeys/ID_PREV_PLANE;Switch to previous vehicle;Switch to previous vehicle;nice;;;
hotkeys/ID_NEXT_PLANE;Switch to next vehicle;Switch to next vehicle;nice;;;
hotkeys/ID_TOGGLE_FOLLOWING_CAMERA;Switch to player's view;Switch to player's view;nice;;;
hotkeys/ID_PTT_ALL;Push-to-talk (all);Push-to-talk (all);nice;;;
hotkeys/ID_PTT_TEAM;Push-to-talk (team);Push-to-talk (team);nice;;;
hotkeys/ID_PTT;Push-to-talk;Push-to-talk;same;;;
hotkeys/ID_MAGNETO_INCREASE;Next magneto position;Next magneto position;nice;;;
hotkeys/ID_MAGNETO_DECREASE;Previous magneto position;Previous magneto position;nice;;;
controls/magneto;Magneto;Magneto;same;;;
controls/magneto_0;Magneto: 0;Magneto: 0;nice;;;
controls/magneto_1;Magneto: 1;Magneto: 1;nice;;;
controls/magneto_2;Magneto: 2;Magneto: 2;nice;;;
controls/magneto_3;Magneto: 1+2;Magneto: 1+2;nice;;;
controls/magneto_val_0;0;0;same;;;
controls/magneto_val_1;1;1;same;;;
controls/magneto_val_2;2;2;same;;;
controls/magneto_val_3;1+2;1+2;same;;;
hotkeys/ID_TOGGLE_PROP_FEATHERING;Toggle Prop feathering;Toggle Prop feathering;nice;;;
controls/prop_feathering;Prop feathering;Prop feathering;nice;;;
controls/prop_feathering_on;Prop feathering: On;Prop feathering: On;nice;;;
controls/prop_feathering_off;Prop feathering: Off;Prop feathering: Off;nice;;;
hotkeys/ID_TOGGLE_EXTINGUISHER;Toggle extinguisher;Toggle extinguisher;nice;;;
hotkeys/ID_TOGGLE_EXTINGUISHER_HELICOPTER;Toggle extinguisher;Toggle extinguisher;nice;;;
controls/buoyancy;Buoyancy axis;Buoyancy axis;nice;;;
controls/helicopter_buoyancy;Buoyancy axis;Buoyancy axis;nice;;;
controls/noBuoyancy;;;same;;;
hotkeys/buoyancy_rangeMin;Buoyancy down;Buoyancy down;nice;;;
hotkeys/buoyancy_rangeMax;Buoyancy up;Buoyancy up;nice;;;
hotkeys/ailerons;Enable roll axis;Enable roll axis;nice;;;
hotkeys/ailerons_rangeMin;Roll left;Roll left;nice;;;
hotkeys/ailerons_rangeMax;Roll right;Roll right;nice;;;
hotkeys/ailerons_rangeDec;Roll left;Roll left;nice;;;
hotkeys/ailerons_rangeInc;Roll right;Roll right;nice;;;
hotkeys/ailerons_rangeSet;Reset roll axis;Reset roll axis;nice;;;
hotkeys/elevator;Enable pitch axis;Enable pitch axis;nice;;;
hotkeys/elevator_rangeMin;Pitch down;Pitch down;nice;;;
hotkeys/elevator_rangeMax;Pitch up;Pitch up;nice;;;
hotkeys/elevator_rangeDec;Pitch down;Pitch down;nice;;;
hotkeys/elevator_rangeInc;Pitch up;Pitch up;nice;;;
hotkeys/elevator_rangeSet;Reset pitch axis;Reset pitch axis;nice;;;
hotkeys/rudder;Enable yaw axis;Enable yaw axis;nice;;;
hotkeys/rudder_rangeMin;Yaw left;Yaw left;nice;;;
hotkeys/rudder_rangeMax;Yaw right;Yaw right;nice;;;
hotkeys/rudder_rangeDec;Yaw left;Yaw left;nice;;;
hotkeys/rudder_rangeInc;Yaw right;Yaw right;nice;;;
hotkeys/rudder_rangeSet;Reset yaw axis;Reset yaw axis;nice;;;
hotkeys/throttle;Enable throttle axis;Enable throttle axis;nice;;;
hotkeys/throttle_rangeMin;Throttle down;Throttle down;nice;;;
hotkeys/throttle_rangeMax;Throttle up;Throttle up;nice;;;
hotkeys/throttle_rangeDec;Throttle down;Throttle down;nice;;;
hotkeys/throttle_rangeInc;Throttle up;Throttle up;nice;;;
hotkeys/throttle_rangeSet;Reset throttle axis;Reset throttle axis;nice;;;
hotkeys/gm_throttle_rangeMin;Tank throttle down;Tank throttle down;nice;;;
hotkeys/gm_throttle_rangeMax;Tank throttle up;Tank throttle up;nice;;;
hotkeys/gm_throttle_rangeSet;Reset ground vehicle throttle axis;Reset ground vehicle throttle axis;nice;;;
hotkeys/camx;Enable camera X-axis;Enable camera X-axis;nice;;;
hotkeys/camx_rangeMin;Look left;Look left;nice;;;
hotkeys/camx_rangeMax;Look right;Look right;nice;;;
hotkeys/camx_rangeDec;Look left;Look left;nice;;;
hotkeys/camx_rangeInc;Look right;Look right;nice;;;
hotkeys/camx_rangeSet;Reset camera X-axis;Reset camera X-axis;nice;;;
hotkeys/gm_camx;Enable ground vehicle camera X-axis;Enable ground vehicle camera X-axis;nice;;;
hotkeys/gm_camx_rangeMin;Look left;Look left;nice;;;
hotkeys/gm_camx_rangeMax;Look right;Look right;nice;;;
hotkeys/gm_camx_rangeSet;Reset ground vehicle camera X-axis;Reset ground vehicle camera X-axis;nice;;;
hotkeys/camy;Enable camera Y-axis;Enable camera Y-axis;nice;;;
hotkeys/camy_rangeMin;Look down;Look down;nice;;;
hotkeys/camy_rangeMax;Look up;Look up;nice;;;
hotkeys/camy_rangeDec;Look down;Look down;nice;;;
hotkeys/camy_rangeInc;Look up;Look up;nice;;;
hotkeys/camy_rangeSet;Reset camera Y-axis;Reset camera Y-axis;nice;;;
hotkeys/gm_camy;Enable ground vehicle camera Y-axis;Enable ground vehicle camera Y-axis;nice;;;
hotkeys/gm_camy_rangeMin;Look down;Look down;nice;;;
hotkeys/gm_camy_rangeMax;Look up;Look up;nice;;;
hotkeys/gm_camy_rangeSet;Reset ground vehicle camera Y-axis;Reset ground vehicle camera Y-axis;nice;;;
hotkeys/turret_x;Enable turret X-axis;Enable turret X-axis;nice;;;
hotkeys/turret_x_rangeMin;Turn turret left;Turn turret left;nice;;;
hotkeys/turret_x_rangeMax;Turn turret right;Turn turret right;nice;;;
hotkeys/turret_x_rangeDec;Turn turret left;Turn turret left;nice;;;
hotkeys/turret_x_rangeInc;Turn turret right;Turn turret right;nice;;;
hotkeys/turret_x_rangeSet;Reset turret X-axis;Reset turret X-axis;nice;;;
hotkeys/turret_y;Enable turret Y-axis;Enable turret Y-axis;nice;;;
hotkeys/turret_y_rangeMin;Turn turret down;Turn turret down;nice;;;
hotkeys/turret_y_rangeMax;Turn turret up;Turn turret up;nice;;;
hotkeys/turret_y_rangeDec;Turn turret down;Turn turret down;nice;;;
hotkeys/turret_y_rangeInc;Turn turret up;Turn turret up;nice;;;
hotkeys/turret_y_rangeSet;Reset turret Y-axis;Reset turret Y-axis;nice;;;
hotkeys/zoom;Enable zoom axis;Enable zoom axis;nice;;;
hotkeys/zoom_rangeMin;Zoom off;Zoom off;nice;;;
hotkeys/zoom_rangeMax;Zoom on;Zoom on;nice;;;
hotkeys/zoom_rangeDec;Zoom off;Zoom off;nice;;;
hotkeys/zoom_rangeInc;Zoom on;Zoom on;nice;;;
hotkeys/zoom_rangeSet;Reset zoom axis;Reset zoom axis;nice;;;
hotkeys/gm_zoom;Enable ground vehicle zoom axis;Enable ground vehicle zoom axis;nice;;;
hotkeys/gm_zoom_rangeMin;Zoom off;Zoom off;nice;;;
hotkeys/gm_zoom_rangeMax;Zoom on;Zoom on;nice;;;
hotkeys/gm_zoom_rangeSet;Reset ground vehicle zoom axis;Reset ground vehicle zoom axis;nice;;;
hotkeys/ship_zoom;Enable naval zoom axis;Enable naval zoom axis;nice;;;
hotkeys/ship_zoom_rangeMin;Zoom off;Zoom off;nice;;;
hotkeys/ship_zoom_rangeMax;Zoom on;Zoom on;nice;;;
hotkeys/ship_zoom_rangeSet;Reset naval zoom axis;Reset naval zoom axis;nice;;;
hotkeys/fire;Enable cannon axis;Enable cannon axis;nice;;;
hotkeys/fire_rangeMin;Cannon off;Cannon off;nice;;;
hotkeys/fire_rangeMax;Cannon on;Cannon on;nice;;;
hotkeys/fire_rangeDec;Cannon off;Cannon off;nice;;;
hotkeys/fire_rangeInc;Cannon on;Cannon on;nice;;;
hotkeys/fire_rangeSet;Reset cannon axis;Reset cannon axis;nice;;;
hotkeys/ID_FIRE_CONTROL_HEADER;Fire controls;Fire controls;nice;;;
hotkeys/ID_VIEW_CONTROL_HEADER;View controls;View controls;nice;;;
hotkeys/ID_MENU_CONTROL_HEADER;Interface controls;Interface controls;nice;;;
hotkeys/enable;Enable axis;Enable axis;nice;;;
hotkeys/rangeMin;Minimum value;Minimum value;nice;;;
hotkeys/rangeMax;Maximum value;Maximum value;nice;;;
hotkeys/climb_rangeMin;Minimum hover value;Minimum hover value;nice;;;
hotkeys/climb_rangeMax;Maximum hover value;Maximum hover value;nice;;;
hotkeys/climb_rangeSet;Reset hover value;Reset hover value;nice;;;
hotkeys/rangeInc;Increase value;Increase value;nice;;;
hotkeys/rangeDec;Decrease value;Decrease value;nice;;;
hotkeys/rangeSet;Reset axis value;Reset axis value;nice;;;
hotkeys/ID_REPLAY_CAMERA_RANDOMIZE;Random camera position;Random camera position;nice;;;
hotkeys/ID_REPLAY_CAMERA_GUN;Gun view;Gun view;nice;;;
hotkeys/ID_REPLAY_CAMERA_WING;Wing view;Wing view;nice;;;
hotkeys/ID_REPLAY_CAMERA_FLYBY;Fly by view;Fly by view;nice;;;
hotkeys/ID_REPLAY_CAMERA_OPERATOR;Operator view;Operator view;nice;;;
hotkeys/ID_REPLAY_CAMERA_ZOOM_IN;Zoom in;Zoom in;nice;;;
hotkeys/ID_REPLAY_CAMERA_ZOOM_OUT;Zoom out;Zoom out;nice;;;
hotkeys/ID_REPLAY_SLOWER;Replay slow down;Replay slow down;nice;;;
hotkeys/ID_REPLAY_FASTER;Replay speed up;Replay speed up;nice;;;
hotkeys/ID_REPLAY_AVI_WRITER;Replay video;Replay video;nice;;;
hotkeys/ID_REPLAY_SHOW_MARKERS;Show markers in replay;Show markers in replay;nice;;;
hotkeys/ID_SPECTATOR_SHOW_CURSOR;Show cursor in spectator;Show cursor in spectator;nice;;;
mainmenu/btnReplayCameraFree;F;F;same;;;
mainmenu/btnReplayCameraFreeParented;C;C;same;;;
mainmenu/btnReplayCameraFreeAttached;A;A;same;;;
mainmenu/btnReplayCameraRandom;R;R;same;;;
mainmenu/btnReplayCameraHover;H;H;same;;;
hotkeys/ID_TOGGLE_INSTRUCTOR;Toggle control mode;Toggle control mode;nice;;;
controls/use_joystick_mouse_for_voice_message;Use gamepad for radio messages;Use gamepad for radio messages;nice;;;
controls/use_mouse_for_voice_message;Use mouse for radio messages;Use mouse for radio messages;nice;;;
controls/favorite_voice_message_1;Favorite radio message 1;Favorite radio message 1;nice;;;
controls/favorite_voice_message_2;Favorite radio message 2;Favorite radio message 2;nice;;;
controls/favorite_voice_message_3;Favorite radio message 3;Favorite radio message 3;nice;;;
controls/favorite_voice_message_4;Favorite radio message 4;Favorite radio message 4;nice;;;
controls/favorite_voice_message_5;Favorite radio message 5;Favorite radio message 5;nice;;;
controls/favorite_voice_message_6;Favorite radio message 6;Favorite radio message 6;nice;;;
controls/favorite_voice_message_7;Favorite radio message 7;Favorite radio message 7;nice;;;
controls/favorite_voice_message_8;Favorite radio message 8;Favorite radio message 8;nice;;;
controls/favorite_voice_message_9;Favorite radio message 9;Favorite radio message 9;nice;;;
controls/favorite_voice_message_10;Favorite radio message 10;Favorite radio message 10;nice;;;
controls/favorite_voice_message_11;Favorite radio message 11;Favorite radio message 11;nice;;;
controls/favorite_voice_message_12;Favorite radio message 12;Favorite radio message 12;nice;;;
hotkeys/ID_SHOW_VOICE_MESSAGE_LIST;Radio messages for team;Radio messages for team;nice;;;
hotkeys/ID_SHOW_VOICE_MESSAGE_LIST_SQUAD;Radio messages for squad;Radio messages for squad;nice;;;
hotkeys/ID_VOICE_MESSAGE_1;Radio message 1;Radio message 1;nice;;;
hotkeys/ID_VOICE_MESSAGE_2;Radio message 2;Radio message 2;nice;;;
hotkeys/ID_VOICE_MESSAGE_3;Radio message 3;Radio message 3;nice;;;
hotkeys/ID_VOICE_MESSAGE_4;Radio message 4;Radio message 4;nice;;;
hotkeys/ID_VOICE_MESSAGE_5;Radio message 5;Radio message 5;nice;;;
hotkeys/ID_VOICE_MESSAGE_6;Radio message 6;Radio message 6;nice;;;
hotkeys/ID_VOICE_MESSAGE_7;Radio message 7;Radio message 7;nice;;;
hotkeys/ID_VOICE_MESSAGE_8;Radio message 8;Radio message 8;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_1;Quick radio message #1;Quick radio message #1;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_2;Quick radio message #2;Quick radio message #2;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_3;Quick radio message #3;Quick radio message #3;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_4;Quick radio message #4;Quick radio message #4;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_5;Quick radio message #5;Quick radio message #5;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_6;Quick radio message #6;Quick radio message #6;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_7;Quick radio message #7;Quick radio message #7;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_8;Quick radio message #8;Quick radio message #8;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_9;Quick radio message #9;Quick radio message #9;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_10;Quick radio message #10;Quick radio message #10;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_11;Quick radio message #11;Quick radio message #11;nice;;;
hotkeys/ID_FAST_VOICE_MESSAGE_12;Quick radio message #12;Quick radio message #12;nice;;;
hotkeys/ID_BASIC_CONTROL_HEADER;Basic;Basic;same;;;
hotkeys/ID_FULL_AERODYNAMICS_HEADER;Full Aerodynamics;Full Aerodynamics;nice;;;
hotkeys/ID_MISC_CONTROL_HEADER;Miscellaneous;Miscellaneous;same;;;
hotkeys/ID_PLANE_CONTROL_HEADER;Aircraft;Aircraft;same;;;
hotkeys/ID_PLANE_MODE_HEADER;Controls mode;Controls mode;nice;;;
hotkeys/ID_PLANE_FIRE_HEADER;Weaponry;Weaponry;same;;;
hotkeys/ID_PLANE_AXES_HEADER;Movement;Movement;same;;;
hotkeys/ID_PLANE_MECHANIZATION_HEADER;Mechanization;Mechanization;same;;;
hotkeys/ID_PLANE_GUNNERS_HEADER;Gunners;Gunners;same;;;
hotkeys/ID_PLANE_VIEW_HEADER;Camera control;Camera control;nice;;;
hotkeys/ID_PLANE_OTHER_HEADER;Miscellaneous;Miscellaneous;same;;;
hotkeys/ID_INSTRUCTOR_HEADER;Instructor;Instructor;same;;;
hotkeys/ID_PLANE_MOUSE_AIM_HEADER;Aiming;Aiming;same;;;
hotkeys/ID_PLANE_JOYSTICK_HEADER;Mouse-joystick;Mouse-joystick;same;;;
hotkeys/ID_PLANE_SMOKE_SCREEN_GENERATOR;Hydroplane smoke screen activation;Hydroplane smoke screen activation;nice;;;
hotkeys/ID_HELICOPTER_JOYSTICK_HEADER;Mouse-joystick;Mouse-joystick;same;;;
hotkeys/ID_TRIM_CONTROL_HEADER;Trimming;Trimming;same;;;
hotkeys/ID_HELICOPTER_TRIM_CONTROL_HEADER;Trimming;Trimming;same;;;
hotkeys/ID_MANUAL_ENGINE_CONTROL_HEADER;Manual engine control;Manual engine control;nice;;;
hotkeys/ID_PLANE_OPERATIONS_HEADER;Quick settings;Quick settings;nice;;;
hotkeys/ID_TANK_CONTROL_HEADER;Ground vehicles;Ground vehicles;nice;;;
hotkeys/ID_TANK_MOVE_HEADER;Movement;Movement;same;;;
hotkeys/ID_TANK_FIRE_HEADER;Weaponry;Weaponry;same;;;
hotkeys/ID_TANK_VIEW_HEADER;Camera control;Camera control;nice;;;
hotkeys/ID_TANK_SUSPENSION_HEADER;Suspension control;Suspension control;nice;;;
hotkeys/ID_TANK_SCOUT_UAV_HEADER;Scout UAV;Scout UAV;nice;;;
hotkeys/ID_TANK_OTHER_HEADER;Miscellaneous;Miscellaneous;same;;;
hotkeys/ID_TANK_OPERATIONS_HEADER;Quick settings;Quick settings;nice;;;
hotkeys/ID_SHIP_CONTROL_HEADER;Naval;Naval;same;;;
hotkeys/ID_SHIP_MOVE_HEADER;Movement;Movement;same;;;
hotkeys/ID_SHIP_FIRE_HEADER;Weaponry;Weaponry;same;;;
hotkeys/ID_SHIP_VIEW_HEADER;Camera control;Camera control;nice;;;
hotkeys/ID_SHIP_OTHER_HEADER;Miscellaneous;Miscellaneous;same;;;
hotkeys/ID_SHIP_OPERATIONS_HEADER;Quick settings;Quick settings;nice;;;
hotkeys/ID_COMMON_CONTROL_HEADER;Common;Common;same;;;
hotkeys/ID_COMMON_BASIC_HEADER;Basic;Basic;same;;;
hotkeys/ID_COMMON_ARTILLERY_HEADER;Artillery strike on tactical map;Artillery strike on tactical map;nice;;;
