Column1;Column2;Column3;Column4;Column5;Column6;Column7
shop/featureLock/Ship/advise;"You can become a tester and receive access to CBT if you complete any of the following conditions:
1) Play the game and complete specified game tasks
2) Purchase a suitable bundle:";"You can become a tester and receive access to CBT if you complete any of the following conditions:
1) Play the game and complete specified game tasks
2) Purchase a suitable bundle:";same;;;
shop/featureLock/Boat/warning/research;Vehicle isn’t available for research at the moment.;Vehicle isn’t available for research at the moment.;same;;;
shop/featureLock/Boat/warning/buy;Vehicle isn’t available for purchase at the moment.;Vehicle isn’t available for purchase at the moment.;same;;;
shop/featureLock/Boat/warning/main;"Fleet of this country are now in Closed Beta Test. Each vehicle will become available as it is fully tested and tuned. Until then, they are available only for testers.
<color=@warningTextColor><link=www.warthunder.com>Read more on our website www.warthunder.com</link></color>";"Fleet of this country are now in Closed Beta Test. Each vehicle will become available as it is fully tested and tuned. Until then, they are available only for testers.
<color=@warningTextColor><link=www.warthunder.com>Read more on our website www.warthunder.com</link></color>";same;;;
shop/featureLock/Boat/advise;"You can become a tester and receive access to CBT if you complete any of the following conditions:
1) Play the game and complete specified game tasks
2) Purchase a suitable bundle:";"You can become a tester and receive access to CBT if you complete any of the following conditions:
1) Play the game and complete specified game tasks
2) Purchase a suitable bundle:";same;;;
charServer/entitlement/wt_access_britain_ships_unlocks;Access to the Britain fleet CBT;Access to the Britain fleet CBT;same;;;
charServer/entitlement/wt_access_japan_ships_unlocks;Access to the Japan fleet CBT;Access to the Japan fleet CBT;same;;;
charServer/entitlement/wt_access_italy_ships_unlocks;Access to the Italian fleet CBT;Access to the Italian fleet CBT;same;;;
charServer/entitlement/wt_access_france_ships_unlocks;Access to the French fleet CBT;Access to the French fleet CBT;same;;;
charServer/entitlement/wt_access_france_boats_unlocks;Access to the French Coastal fleet CBT;Access to the French Coastal fleet CBT;same;;;
charServer/entitlement/wt_access_france_tanks_unlocks;Access to the French Ground Forces CBT;Access to the French Ground Forces CBT;same;;;
charServer/entitlement/wt_access_italy_tanks_unlocks;Access to the Italian Ground Forces CBT;Access to the Italian Ground Forces CBT;same;;;
charServer/entitlement/wt_access_china_tanks_unlocks;Access to the Chinese Ground Forces CBT;Access to the Chinese Ground Forces CBT;same;;;
charServer/entitlement/wt_access_sweden_tanks_unlocks;Access to the Swedish Ground Forces CBT;Access to the Swedish Ground Forces CBT;same;;;
charServer/entitlement/wt_access_china_aircrafts_unlocks;Access to the Chinese Air Forces CBT;Access to the Chinese Air Forces CBT;same;;;
charServer/entitlement/wt_access_italian_aircrafts_unlocks;Access to the Italian Air Forces CBT;Access to the Italian Air Forces CBT;same;;;
charServer/entitlement/wt_access_france_aircrafts_unlocks;Access to the French Air Forces CBT;Access to the French Air Forces CBT;same;;;
charServer/entitlement/wt_access_sweden_aircrafts_unlocks;Access to the Swedish Air Forces CBT;Access to the Swedish Air Forces CBT;same;;;
charServer/entitlement/wt_access_israel_aircrafts_unlocks;Access to the Israeli Air Forces CBT;Access to the Israeli Air Forces CBT;same;;;
charServer/entitlement/wt_access_israel_tanks_unlocks;Access to the Israeli Ground Forces CBT;Access to the Israeli Ground Forces CBT;same;;;
charServer/entitlement/helicopter_access;Access to the Helicopter CBT;Access to the Helicopter CBT;same;;;
mainmenu/type_exoskeleton;Mobile Infantry;Mobile Infantry;same;;;
mainmenu/type_aircraft;Aircraft;Aircraft;same;;;
mainmenu/type_aircraft_only;Aircraft;Aircraft;same;;;
mainmenu/type_tank;Tank;Tank;same;;;
mainmenu/type_fighter;Fighter;Fighter;same;;;
mainmenu/type_assault_fighter;Fighter with AT weapons;Attacker (fighter with anti-tank weapons);nice;;;
mainmenu/type_bomber;Bomber;Bomber;same;;;
mainmenu/type_assault;Attacker;Attacker;same;;;
mainmenu/type_interceptor;Interceptor;Interceptor;same;;;
mainmenu/unit_type_separator; / ; / ;same;;;
mainmenu/type_attack_helicopter;Attack Helicopter;Attack Helicopter;same;;;
mainmenu/type_utility_helicopter;Utility Helicopter;Utility Helicopter;same;;;
mainmenu/type_light_fighter;Light Fighter;Light Fighter;same;;;
mainmenu/type_medium_fighter;MFighter;Fighter;trim;;;
mainmenu/type_heavy_fighter;Twin-engine Fighter;Twin-engine Fighter;same;;;
mainmenu/type_naval_aircraft;Naval Aircraft;Naval Aircraft;same;;;
mainmenu/type_naval_fighter;Naval Fighter;Naval Fighter;same;;;
mainmenu/type_jet_fighter;Jet Fighter;Jet Fighter;same;;;
mainmenu/type_strike_fighter;Strike Fighter;Strike Fighter;same;;;
mainmenu/type_strike_aircraft;Strike Aircraft;Strike Aircraft;same;;;
mainmenu/type_aa_fighter;Air Defence Fighter;Air Defence Fighter;same;;;
mainmenu/type_light_bomber;Light Bomber;Light Bomber;same;;;
mainmenu/type_medium_bomber;Medium Bomber;Medium Bomber;same;;;
mainmenu/type_heavy_bomber;Heavy Bomber;Heavy Bomber;same;;;
mainmenu/type_naval_bomber;Naval Bomber;Naval Bomber;same;;;
mainmenu/type_jet_bomber;Jet Bomber;Jet Bomber;same;;;
mainmenu/type_dive_bomber;Dive Bomber;Dive Bomber;same;;;
mainmenu/type_frontline_bomber;Frontline Bomber;Frontline Bomber;same;;;
mainmenu/type_longrange_bomber;Long Range Bomber;Long Range Bomber;same;;;
mainmenu/type_common_bomber;CBomber;Bomber;trim;;;
mainmenu/type_common_assault;CAttacker;Attacker;trim;;;
mainmenu/type_hydroplane;Hydroplane;Hydroplane;same;;;
mainmenu/type_strike_ucav;Strike UCAV;Strike UCAV;same;;;
mainmenu/type_drone;UAV;UAV;same;;;
mainmenu/type_flying_boat;Flying Boat;Flying Boat;same;;;
mainmenu/type_torpedo;Torpedo-Bomber;Torpedo-Bomber;same;;;
mainmenu/type_biplane;Biplane;Biplane;same;;;
mainmenu/type_transport;Cargo Aircraft;Cargo Aircraft;same;;;
mainmenu/type_helicopter;Helicopter;Helicopter;same;;;
mainmenu/type_light_tank;Light Tank;Light Tank;same;;;
mainmenu/type_missile_tank;ATGM Carrier;Anti-tank missile carrier;nice;;;
mainmenu/type_medium_tank;Medium Tank;Medium Tank;same;;;
mainmenu/type_light_medium_tank;L-Med Tank;Light Tank;nice;;;
mainmenu/type_heavy_tank;Heavy Tank;Heavy Tank;same;;;
mainmenu/type_tank_destroyer;Tank Destroyer;Tank Destroyer;same;;;
mainmenu/type_spaa;SPAA;SPAA;same;;;
mainmenu/type_SPAA;SPAA;SPAA;same;;;
mainmenu/type_football_tank;Football Tank;Football Tank;same;;;
mainmenu/type_robot;Robot;Robot;same;;;
mainmenu/type_md_interceptor;Interceptor;Interceptor;same;;;
mainmenu/type_md_loot_carrier;Loot Carrier;Loot Carrier;same;;;
mainmenu/type_md_combat_loot_carrier;Combat Loot Carrier;Combat Loot Carrier;same;;;
armor_class/tank_snowball_steel;Rolled homogeneous ice;Rolled homogeneous armor;nice;;;
MENU_TYPES_LANG_KEEP_IT_ALWAYS_FIRST;;;same;;;
mainmenu/type_cv_ship;Aircraft Carrier;Aircraft Carrier;same;;;
mainmenu/type_ship_and_boat;Vessel;Vessel;same;;;
mainmenu/type_ship_only;Bluewater ship;Bluewater ship;same;;;
mainmenu/type_boat_only;Coastal vessel;Coastal vessel;same;;;
mainmenu/type_heavy_boat;Heavy Gun Boat;Armored Gun Boat;nice;;;
mainmenu/type_barge;Barge;Barge;same;;;
mainmenu/type_torpedo_boat;Motor Torpedo Boat;Motor Torpedo Boat;same;;;
mainmenu/type_gun_boat;Motor Gun Boat;Motor Gun Boat;same;;;
mainmenu/type_heavy_gun_boat;Gunboat;Gunboat;same;;;
mainmenu/type_torpedo_gun_boat;Motor Torpedo Gun Boat;Motor Torpedo Gun Boat;same;;;
mainmenu/type_submarine_chaser;Sub-chaser;Sub-chaser;same;;;
mainmenu/type_frigate;Frigate;Frigate;same;;;
mainmenu/type_destroyer;Destroyer;Destroyer;same;;;
mainmenu/type_naval_ferry_barge;Naval Ferry Barge;Naval Ferry Barge;same;;;
mainmenu/type_minesweeper;Minesweeper;Minesweeper;same;;;
mainmenu/type_minelayer;Minelayer;Minelayer;same;;;
mainmenu/type_naval_aa_ferry;Anti-air Ferry;Anti-air Ferry;same;;;
mainmenu/type_hydrofoil_torpedo_boat;Hydrofoil Torpedo Boat;Hydrofoil Torpedo Boat;same;;;
mainmenu/type_missile_boat;Fast Attack Craft;Fast Attack Craft;same;;;
mainmenu/type_small_submarine_chaser;Smol Sub-chaser;Sub-chaser;trim;;;
mainmenu/type_armored_boat;Armored Gun Boat;Armored Gun Boat;same;;;
mainmenu/type_armored_submarine_chaser;Armored Sub-chaser;Armored Sub-chaser;same;;;
mainmenu/type_light_cruiser;Light Cruiser;Light Cruiser;same;;;
mainmenu/type_heavy_cruiser;Heavy Cruiser;Heavy Cruiser;same;;;
mainmenu/type_submarine;Submarine;Submarine;same;;;
mainmenu/type_cruiser;Cruiser;Cruiser;same;;;
mainmenu/type_battlecruiser;Battlecruiser;Battlecruiser;same;;;
mainmenu/type_battleship;Battleship;Battleship;same;;;
shop/giftAir/global_beta;Gift;Gift;same;;;
shop/giftAir/global_beta/info;This aircraft can't be purchased. It was received as a gift for participating in closed beta test.%s;This aircraft can't be purchased. It was received as a gift for participating in closed beta test.%s;same;;;
msg/player_not_played_our_game;This user has not played War Thunder yet.;This user has not played War Thunder yet.;same;;;
mainmenu/playWithFriends;Play with a friend;Play with a friend;same;;;
mainmenu/playWithFriends/tooltip;"To play on a team with a friend, both players must be in each other's friends list and both must get in the queue.
If none of the friends has joined the queue, the game won't start.
Maximum number of friends in a group is 2.";"To play on a team with a friend, both players must be in each other's friends list and both must get in the queue.
If none of the friends has joined the queue, the game won't start.
Maximum number of friends in a group is 2.";same;;;
mainmenu/noFriendsToPlay;You don't have any friends to play with.;You don't have any friends to play with.;same;;;
mainmenu/enterName;Enter Profile Name;Enter Profile Name;same;;;
mainmenu/btnProfileCreate;Create Profile;Create Profile;same;;;
mainmenu/btnProfileChange;Change Profile;Change Profile;same;;;
mainmenu/btnCancel;Eject;Cancel;nice;;;
profile/duplicateName;Profile with this name already exists;Profile with this name already exists;same;;;
mainmenu/btnProfileDelete;Delete Profile;Delete Profile;same;;;
profile/manageProfiles;Manage Profiles;Manage Profiles;same;;;
mainmenu/layouts;Layouts;Layouts;same;;;
mainmenu/custom;Custom Layout;Custom Layout;same;;;
mainmenu/shortcuts;Mapping Mode;Mapping Mode;same;;;
mainmenu/settings;Settings;Settings;same;;;
mainmenu/ping;Ping;Ping;same;;;
mainmenu/devices;Axis Mapping;Axis Mapping;same;;;
mainmenu/btnUGM;User Missions;User Missions;same;;;
ugm/btnComments;Comments;Comments;same;;;
ugm/btnPlay;Start Mission;Start Mission;same;;;
ugm/btnNext10;Next 10;Next 10;same;;;
ugm/btnPrev10;Previous 10;Previous 10;same;;;
ugm/btnLike;Like;Like;same;;;
ugm/btnDislike;Dislike;Dislike;same;;;
ugm/btnFavorite;Best;Best;same;;;
ugm/btnUpdate;Update;Update;same;;;
ugm/btnGoToCategory;Select;Select;same;;;
ugm/title;User Missions;User Missions;same;;;
ugm/price;Price;Price;same;;;
ugm/withDiscount; With a Discount; With a Discount;same;;;
ugm/total;Total;Total;same;;;
ugm/author;Author;Author;same;;;
ugm/date_of_create;Date of Creation;Date of Creation;same;;;
ugm/tags;Tags;Tags;same;;;
ugm/rating;Mission Rating;Mission Rating;same;;;
ugm/btnVote;Vote;Vote;same;;;
mainmenu/gameTypes;Game Types;Game Types;same;;;
